,Attribute,ChildDeps,ChildPOS,ChildWords,Class,ParentDeps,ParentPOS,ParentWords,Sentence
2088,slot,"[u'amod', u'det', u'acl']","[u'JJ', u'DT', u'VB']","[u'great', u'this', u'hold']",1,"[u'dobj', u'nsubj']","[u'VBG', u'VBD']","[u'working', u'had']",the laptop is still working great except that i wish this model had a kensington security lock slot to hold a security lock cable
2089,weight,[u'det'],[u'DT'],[u'the'],0,[u'dep'],[u'NN'],[u'money'],you could buy an i equipped rocket for less money but twice the weight
2090,drive,[],[],[],0,[u'compound'],[u'NNS'],[u'i'],using google docs and google drive i have no need for my regular pc
2091,computer,"[u'det', u'nummod']","[u'DT', u'NNS']","[u'this', u'months']",0,[u'dobj'],[u'VBN'],[u'had'],my child has had this computer less than months and already she is having problem with the mouse pad
2092,screen,"[u'det', u'compound']","[u'DT', u'NN']","[u'a', u'touch']",0,[u'dobj'],[u'VB'],[u'drag'],or rather opposite of how you would drag a touch screen
2093,battery,"[u'advmod', u'det', u'compound', u'det']","[u'RB', u'DT', u'NN', u'DT']","[u'then', u'a', u'couple', u'the']",0,"[u'compound', u'conj', u'nsubj']","[u'NN', u'IN', u'VBZ']","[u'level', u'after', u'dies']",edit laptop battery wear level is already at after less then a couple years and the battery dies off the charger in less than minutes
2094,year,[u'amod'],[u'JJ'],[u'last'],0,[u'dep'],[u'NNS'],[u'christmas'],got this for christmas last year for college
2095,computer,"[u'nmod:poss', u'amod']","[u'PRP$', u'JJ']","[u'my', u'last']",0,[u'nsubj'],[u'VBD'],[u'took'],my last computer took over a minute
2096,years,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'for', u'the', u'last']",0,[u'nmod'],[u'VBG'],[u'using'],i am switching from a macbook air after using it exclusively for the last years
2097,price,[u'det'],[u'DT'],[u'this'],0,[u'dep'],[u'JJ'],[u'overall'],overall this laptop really worth this price
2098,processor,[u'det'],[u'DT'],[u'the'],0,"[u'compound', u'nsubj']","[u'NN', u'VB']","[u'company', u'function']",called in a computer service company and was told to send it back because the processor will not function properly
2099,year,"[u'case', u'det']","[u'IN', u'DT']","[u'than', u'a']",0,[u'nmod'],[u'JJR'],[u'less'],less than a year before it is on its last leg
2100,product,"[u'mark', u'mark', u'nsubj', u'aux', u'cop', u'nmod:poss', u'amod', u'compound']","[u'IN', u'IN', u'DT', u'MD', u'VB', u'PRP$', u'JJ', u'NN']","[u'of', u'that', u'this', u'will', u'be', u'my', u'last', u'lenovo']",0,[u'advcl'],[u'RB'],[u'because'],and because of that this will be my last lenovo product
2101,computer,"[u'nmod:poss', u'amod']","[u'PRP$', u'JJ']","[u'my', u'regular']",0,[u'nsubj'],[u'NN'],[u'mini'],my regular computer is a mac mini
2102,screen,[u'det'],[u'DT'],[u'the'],0,[u'dobj'],[u'VBD'],[u'opened'],opened and closed the screen multiple times
2103,years,[u'nsubj'],[u'PRP'],[u'us'],0,[u'xcomp'],[u'VB'],[u'last'],i think this laptop will definitely last us years
2104,year,"[u'det', u'amod']","[u'DT', u'JJ']","[u'this', u'last']",0,[u'nmod:tmod'],[u'VBD'],[u'bought'],i bought this last year
2105,year,"[u'amod', u'det']","[u'JJ', u'DT']","[u'last', u'a']",0,[u'nmod:tmod'],[u'VB'],[u'didnt'],didnt last a year
2106,price,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBD'],[u'overall'],overall it is not worth the price
2107,power,[u'det'],[u'DT'],[u'the'],1,"[u'nsubjpass', u'compound']","[u'VBN', u'NN']","[u'rotated', u'cord']",i wish the screen could be rotated further back and the power cord to be longer
2108,power,[],[],[],0,[u'compound'],[u'NNS'],[u'settings'],i have adjusted the power settings in an attempt to make it last longer
2109,,[],[],[],0,[],[],[],you cant install programs outside of browser plug ins
2110,parts,"[u'case', u'det', u'amod', u'compound', u'cc', u'conj', u'case', u'neg', u'amod', u'acl']","[u'IN', u'DT', u'JJ', u'NN', u'CC', u'NN', u'CC', u'DT', u'VBG', u'VB']","[u'with', u'the', u'solid', u'state', u'and', u'fan', u'less', u'no', u'moving', u'wear']",0,"[u'nmod', u'nmod', u'nsubj']","[u'VBP', u'NN', u'VBP']","[u'are', u'fan', u'are']",with the solid state drive and the fan less cpu there are no moving parts to wear out
2111,port,"[u'det', u'amod', u'compound', u'nmod']","[u'DT', u'JJ', u'NN', u'NN']","[u'a', u'extra', u'usb', u'anyone']",1,"[u'compound', u'dobj', u'compound']","[u'NN', u'VBP', u'NN']","[u'i', u'have', u'port']",its a beautiful laptop the design and material are top notch is super fast i love the display i would like that have a extra usb port but its okay i recommend anyone to buy it
2112,years,"[u'case', u'amod', u'compound']","[u'IN', u'JJ', u'NNS']","[u'on', u'last', u'years']",0,"[u'compound', u'nmod', u'compound']","[u'NN', u'NNS', u'NN']","[u'lifeapple', u'hours', u'model']",battery lifeapple claims hours to a charge compared with hours on last years model
2113,year,[],[],[],0,[u'nmod:tmod'],[u'VBD'],[u'had'],ive had this chromebook for less than a year
2114,card,"[u'case', u'compound', u'det', u'compound']","[u'IN', u'NN', u'DT', u'NNS']","[u'for', u'file', u'the', u'graphics']",1,"[u'nmod', u'dobj']","[u'VBG', u'VB']","[u'setting', u'test']",why was it on there and other non essential stupid programs explored w some sucky bits there but hey its microsoft whaddya want im gon na curse under my breath or loudly depending on any more issues there because we hates it my precious namely setting default programs for file types it wouldnt let me choose from programs only what it thinks is logical grrrr now loading the one game that i hope to really test out the graphics card on hopefully it will be a nice surprise should be since this is an upgrade from my old lappy
2115,included,[],[],[],1,[u'amod'],[u'NN'],[u'bloatware'],if there were truly any complaints i have had with this laptop it would have to be that the included bloatware can be fairly annoying if not uninstalled not truly the laptops fault but when mcafee constantly asks you to pay up then youll understand what i mean booting for the first time as well as coming off of sleep mode can drag on sometimes roughly seconds thanks to the hdd and the webcam is one of the absolute worse webcams i have ever seen
2116,drive,"[u'det', u'amod', u'compound', u'mark', u'nsubj', u'nmod']","[u'DT', u'JJ', u'NN', u'IN', u'NN', u'NN']","[u'a', u'micro', u'sd', u'although', u'im', u'moment']",0,"[u'dobj', u'advcl']","[u'VB', u'VB']","[u'put', u'put']",you can put a micro sd card in the chromebook for extra internal storage although im just relying on google drive at the moment
2117,,[],[],[],1,[],[],[],now it is too soon to know if they are going to be a problem but a tip from the digital camera that my wife has small rubber plugs attached to the body that you pop out and they stay attached until you are done would be nice and keep the look clean when everything is covered and protected
2118,product,"[u'det', u'amod']","[u'DT', u'VBG']","[u'a', u'working']",1,"[u'compound', u'dobj']","[u'NN', u'VB']","[u'service', u'send']",hopefully customer service can send a working product
2119,,[],[],[],1,[],[],[],it would be nice if they similarly provided a more thorough guide to all the features on the chromebook such as the camera which i still havent figured out
2120,customer,[],[],[],0,"[u'compound', u'compound']","[u'NN', u'NN']","[u'doesnt', u'line']",but if the product doesnt work seamlessly out of the box im not going to waste my time trying to troubleshoot it over an outsourced customer relationship line
2121,life,"[u'compound', u'dep']","[u'NN', u'JJR']","[u'battery', u'less']",0,[u'compound'],[u'NN'],[u'life'],battery life significantly less than stated
2122,warranty,"[u'case', u'det', u'case']","[u'IN', u'DT', u'IN']","[u'with', u'the', u'of']",0,"[u'nmod', u'nmod']","[u'NNS', u'JJ']","[u'issues', u'outside']",also had issues with the display just outside of warranty
2123,,[],[],[],1,[],[],[],while it would be nice to have microsoft office on here i can do everything i need for school through google docs
2124,price,"[u'det', u'amod']","[u'DT', u'JJ']","[u'this', u'regular']",0,"[u'nsubj', u'dobj']","[u'FW', u'VBD']","[u'i', u'paid']",however if you do your research and know what this product is i would still give it a star rating if i paid regular price
2125,included,[u'neg'],[u'RB'],[u'not'],0,[u'acl'],[u'NNS'],[u'subscriptions'],they also offer the ability to watch hulu and netflix with subscriptions not included and use social media
2126,computer,[],[],[],0,[u'compound'],[u'NNS'],[u'i'],last computer i bought was an asus problematic as it was a desktop and tech support in india
2127,system,"[u'det', u'dep']","[u'DT', u'NNS']","[u'the', u'boots']",0,[],[],[],the system boots fully in less than fifteen seconds
2128,user,"[u'case', u'det', u'compound']","[u'IN', u'DT', u'NN']","[u'as', u'a', u'home']",1,[u'nmod'],[u'VBD'],[u'isnt'],the windows home edition isnt too big a deal as a home user the added benefits of the pro version are few but it would be nice to have an upgrade option
2129,,[],[],[],0,[],[],[],avoid this laptop the last one i had was a i and it even ran a d modeling program this one can not even handle adobe reader properly
2130,ram,"[u'nsubj', u'det', u'amod', u'amod', u'compound', u'dobj']","[u'NN', u'DT', u'JJ', u'JJ', u'NN', u'NN']","[u'cpu', u'the', u'same', u'internal', u'hardware', u'storage']",0,"[u'ccomp', u'nsubj', u'compound']","[u'VBP', u'VB', u'NN']","[u'have', u'ram', u'cpu']",the and inch versions have the same internal hardware cpu ram emmc storage
2131,year,"[u'case', u'det']","[u'IN', u'DT']","[u'for', u'a']",0,[u'nmod'],[u'VBN'],[u'warrantied'],supposed to be warrantied for a year but they yelled at me and told me its days and hung up on me last time i called
2132,color,"[u'det', u'nmod']","[u'DT', u'NN']","[u'the', u'laptop']",0,[u'nsubj'],[u'VBZ'],[u'is'],lastly is the color of the laptop
2133,hour,[u'det'],[u'DT'],[u'an'],0,[u'nmod:npmod'],[u'RB'],[u'later'],for example i charged to and less than an hour later it was already at
2134,battery,[],[],[],0,[u'compound'],[u'NN'],[u'status'],i monitored the battery status during that time and i think it did last through about hours of use plus the standby
2135,product,"[u'advmod', u'nmod:poss', u'amod', u'compound', u'dep']","[u'RB', u'PRP$', u'JJ', u'NNP', u'RB']","[u'probably', u'my', u'last', u'hp', u'ever']",0,[],[],[],probably my last hp product ever
2136,screen,[u'det'],[u'DT'],[u'the'],1,[u'nsubj'],[u'NN'],[u'brighter'],i wish the screen were a little brighter
2137,user,"[u'case', u'det', u'amod', u'compound']","[u'IN', u'DT', u'JJ', u'NN']","[u'for', u'a', u'regular', u'laptop']",0,[u'nmod'],[u'NN'],[u'choice'],this is a solid and reliable choice for a regular laptop user
2138,computer,"[u'mark', u'nsubj', u'cop', u'advmod', u'det', u'nmod', u'det']","[u'IN', u'DT', u'VBZ', u'RB', u'DT', u'FW', u'DT']","[u'if', u'this', u'is', u'actually', u'a', u'cant', u'this']",0,"[u'advcl', u'dobj']","[u'VBP', u'VBD']","[u'tell', u'updated']",i cant tell if this is actually a model as i cant confirm that dell updated this computer since its initial release
2139,warranty,"[u'nsubj', u'cop', u'advmod', u'case', u'advcl']","[u'FW', u'VBP', u'NNS', u'IN', u'NNS']","[u'i', u'am', u'months', u'of', u'dollars']",0,[],[],[],i am a few months out of warranty so it will be several hundred dollars to fix
2140,computer,"[u'advmod', u'case', u'det']","[u'RB', u'IN', u'DT']","[u'secondly', u'like', u'any']",0,[u'nmod'],[u'VB'],[u'need'],secondly like any computer it will need to be restarted occasionally to do anything
2141,computer,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'NN'],[u'purchase'],overall i believe the computer was worth the purchase
2142,years,"[u'case', u'det', u'amod', u'compound', u'acl:relcl', u'case', u'amod', u'acl:relcl']","[u'IN', u'DT', u'JJ', u'NNS', u'VB', u'IN', u'JJ', u'VBD']","[u'with', u'a', u'dedicated', u'graphics', u'last', u'for', u'several', u'threw']",0,"[u'nmod', u'nmod']","[u'VBG', u'VB']","[u'researching', u'last']",after researching for about a month for one with a dedicated graphics card that would last me for several years i threw this one into my wishlist and settled on saving for it
2143,battery,[u'det'],[u'DT'],[u'the'],0,[u'nsubjpass'],[u'VBN'],[u'rated'],the battery is rated to last hours
2144,,[],[],[],1,[],[],[],we watch tv and movies mainly via streaming so i thought that it would be nice to have my laptop back while my daughter is watching cartoons on netflix
2145,system,"[u'dep', u'nmod:poss', u'compound', u'acl:relcl']","[u'RB', u'PRP$', u'NN', u'VBN']","[u'subsequently', u'my', u'operating', u'loaded']",0,[u'compound'],[u'NN'],[u'system'],subsequently my operating system microsoft office applications and all games have been loaded to my gb ssd
2146,,[],[],[],0,[],[],[],i have been trying to install the upgrade windows for the last hours
2147,years,"[u'det', u'det', u'case', u'det', u'compound']","[u'DT', u'DT', u'IN', u'DT', u'NN']","[u'the', u'the', u'for', u'a', u'couple']",1,"[u'nsubj', u'nsubj', u'nmod']","[u'VBZ', u'VBD', u'VB']","[u'flickers', u'was', u'last']",i had to order a second one of these because the first one was password protected this one has no camera and sometimes i think it is going to crash as the screen flickers however the price was what i could afford and it is so far working fine and hopefully it will last for a couple years like my last refurb did
2148,,[],[],[],0,[],[],[],its not a gaming powerhouse but he does manage to run some less graphically intensive games on it with no problem
2149,cell,"[u'nmod:poss', u'compound']","[u'PRP$', u'NN']","[u'my', u'batterieshot']",0,"[u'dobj', u'compound']","[u'VB', u'NNS']","[u'mention', u'phones']",last month i decided to give my mobile pcs a rest not to mention my batterieshot battery killing my cell phones
2150,year,"[u'det', u'amod']","[u'DT', u'JJ']","[u'this', u'last']",0,"[u'nsubj', u'nsubj']","[u'VBD', u'VBD']","[u'started', u'started']",i bought this computer last year just started using it
2151,battery,"[u'det', u'det']","[u'DT', u'DT']","[u'this', u'the']",0,"[u'dobj', u'conj']","[u'VBG', u'NNS']","[u'charging', u'hours']",i have been charging this computer for the last hours and the battery is still at
2152,product,"[u'nummod', u'det', u'amod', u'compound']","[u'DT', u'DT', u'JJ', u'NN']","[u'a', u'this', u'microsoft', u'surface']",0,"[u'nmod:npmod', u'dobj']","[u'RB', u'VBN']","[u'ago', u'purchased']",less than a year ago i purchased this microsoft surface product
2153,computer,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'on', u'the', u'previous']",0,[u'nmod'],[u'NNS'],[u'windows'],i had windows on the previous computer but this is probably a later version
2154,installed,"[u'dep', u'nsubjpass', u'aux', u'aux', u'advmod', u'auxpass', u'cc', u'conj']","[u'WDT', u'PRP', u'MD', u'VB', u'RB', u'VBN', u'CC', u'VBZ']","[u'which', u'it', u'should', u'have', u'already', u'been', u'and', u'says']",0,[u'acl:relcl'],[u'NN'],[u'chrome'],but it says it is missing google chrome which it should have already been installed and now it says to missing or damaged
2155,battery,"[u'nmod', u'det']","[u'NNS', u'DT']","[u'brightness', u'the']",0,[u'nsubj'],[u'VB'],[u'last'],battery at brightness the battery will last hours
2156,year,[u'amod'],[u'JJ'],[u'last'],0,[u'nmod:tmod'],[u'VBD'],[u'got'],i got this laptop last year when it just got launched
2157,,[],[],[],0,[],[],[],i have left it for hours and still the same
2158,screen,"[u'case', u'det']","[u'IN', u'DT']","[u'onto', u'the']",0,[u'nmod'],[u'VBZ'],[u'vents'],it vents the heat onto the screen but the upper bottom half of the laptop also heats up
2159,,[],[],[],1,[],[],[],it would be nice to have a cddvd driver built in for downloads and movie viewing
2160,,[],[],[],0,[],[],[],after the initial boot up it spent several hours trying to update itself
2161,computer,[u'nmod:poss'],[u'PRP$'],[u'my'],0,[u'nsubj'],[u'VBZ'],[u'goes'],my computer goes from the desktop to reboot and back to desktop in less than seconds now
2162,,[],[],[],0,[],[],[],ive bought this chromebook when i was last week in england and i was leaving from luton airport
2163,,[],[],[],1,[],[],[],the verdict on this is that it would be great for someone that doesnt need it to watch videos or use this for heavy entertainment
2164,computer,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBD'],[u'crashed'],im working on a book and three times within the last month the computer crashed
2165,models,"[u'case', u'amod']","[u'IN', u'JJR']","[u'for', u'newer']",0,[u'conj'],[u'NN'],[u'ebay'],i see them on ebay and amazon for hundreds less for newer models
2166,playback,"[u'nsubj', u'ccomp']","[u'NN', u'VBP']","[u'video', u'center']",0,[],[],[],our basic needs web browsing hd video playback social media media center
2167,ram,[u'case'],[u'IN'],[u'of'],0,[u'nmod'],[u'NN'],[u'gb'],upgraded to gb of ram for less than
2168,year,[],[],[],0,[u'nmod:tmod'],[u'VBD'],[u'had'],i have had this laptop for less than a year and it has caused me nothing but problems
2169,installed,[],[],[],0,[u'amod'],[u'NNS'],[u'windows'],installed windows and boot time is now less than seconds
2170,years,"[u'case', u'det', u'amod', u'nummod']","[u'IN', u'DT', u'JJ', u'CD']","[u'in', u'the', u'last', u'seven']",0,[u'nmod'],[u'VBD'],[u'bought'],in the last six to seven years ive bought twelve laptops between work my wife and my kids
2171,price,"[u'dep', u'acl:relcl']","[u'SYM', u'VBZ']","[u'e', u'features']",0,[u'dep'],[u'NN'],[u'note'],last note it does not matter which ssd you purchase it will be up to each individuals preference i e price features etc
2172,,[],[],[],0,[],[],[],both last hours
2173,memory,"[u'advmod', u'case', u'det', u'amod', u'amod', u'cc', u'conj']","[u'RB', u'IN', u'DT', u'JJ', u'JJR', u'CC', u'NN']","[u'before', u'without', u'the', u'superdrive', u'less', u'and', u'hd']",0,[u'nmod'],[u'VBD'],[u'had'],i just got this one for my wife she had another macbook before without the superdrive much less memory and hd
2174,usb,[],[],[],0,[u'compound'],[u'NN'],[u'c'],along the way some foolish executive decided that the extra ten dollars in patent licensing fees to equip usb c instead of surface connect wasnt worth it
2175,,[],[],[],0,[],[],[],about fifty minutes of gameplay and four hours of regular use
2176,,[],[],[],0,[],[],[],sent back within a few hours of receiving
2177,products,"[u'case', u'amod', u'compound']","[u'IN', u'JJ', u'NN']","[u'of', u'microsofts', u'office']",0,[u'nmod'],[u'NN'],[u'equivalent'],there is also the google equivalent of microsofts office products and you can convert any documents to a wordexcelpowerpoint document if you need to switch back and forth to the respective formats
2178,hour,"[u'case', u'det', u'amod', u'cc', u'conj']","[u'IN', u'DT', u'JJ', u'CC', u'NN']","[u'in', u'the', u'last', u'and', u'half']",0,[u'nmod'],[u'VBN'],[u'happened'],im not making this up everything i just listed has happened to me several times in the last hour and a half and all i want to do was save some pictures from my email
2179,year,[u'det'],[u'DT'],[u'a'],0,[u'nmod:tmod'],[u'VB'],[u'last'],i dont think it will last a year
2180,cell,[],[],[],0,[u'compound'],[u'NN'],[u'phone'],for those of you complaining this thing cost less than a cell phone
2181,computer,"[u'det', u'nmod']","[u'DT', u'NN']","[u'this', u'son']",0,[u'dobj'],[u'VBN'],[u'bought'],well i bought this computer for my son less than months ago
2182,price,[u'det'],[u'DT'],[u'the'],0,[u'conj'],[u'NNS'],[u'months'],i have watched this laptop over the last months and the price has fluctuated from about and
2183,hardware,"[u'case', u'compound', u'amod', u'cc', u'conj']","[u'IN', u'NN', u'JJ', u'CC', u'NNS']","[u'of', u'pc', u'powerful', u'and', u'components']",1,"[u'nmod', u'dobj']","[u'NNS', u'VB']","[u'producers', u'combine']",that being said it would be great if producers of pc products could figure out how to combine powerful hardware and high quality components namely keyboards and trackpads
2184,battery,"[u'case', u'det', u'amod', u'dep']","[u'IN', u'DT', u'NN', u'JJR']","[u'with', u'a', u'battery', u'longer']",1,"[u'nmod', u'amod']","[u'NN', u'NN']","[u'something', u'life']",neither of these issues are deal breakers however if i begin to use the laptop away from home more often it would be nice to have something with a longer battery life
2185,screen,[u'det'],[u'DT'],[u'the'],1,[u'nsubj'],[u'VB'],[u'tilt'],only have two gripes i wish it had backlit keys and i wish the screen could tilt back just a little more
2186,computer,"[u'nsubj', u'aux', u'cop', u'det', u'amod', u'amod', u'compound', u'acl']","[u'PRP', u'MD', u'VB', u'DT', u'JJ', u'JJ', u'NN', u'VBN']","[u'it', u'would', u'be', u'a', u'great', u'low', u'cost', u'designed']",1,[u'ccomp'],[u'VBD'],[u'worked'],the chromebook generally does all of those things and if it worked consistently it would be a great low cost computer for what it was designed to do
2187,price,"[u'case', u'det']","[u'IN', u'DT']","[u'for', u'the']",0,[u'nmod'],[u'MD'],[u'will'],for surfing the web doing research and keeping in touch with friends via social media there is nothing out there that will do what this will for the price
2188,system,[],[],[],0,[u'compound'],[u'NN'],[u'board'],system board went out in less than weeks
2189,year,[u'case'],[u'IN'],[u'than'],0,[u'nmod'],[u'JJR'],[u'less'],i got this less than year ago hoping to use it for writing
2190,installed,"[u'nsubjpass', u'aux', u'auxpass']","[u'DT', u'VBZ', u'VBN']","[u'all', u'has', u'been']",0,[u'conj'],[u'VBG'],[u'upgrading'],lastly i must admit that i detest windows and i will be upgrading to windows now that the os is all up to date and all of the software that i want to use has been installed
2191,year,[u'nummod'],[u'DT'],[u'a'],0,[u'nmod:npmod'],[u'RB'],[u'ago'],i bought lenovo laptop less than a year ago
2192,part,"[u'neg', u'amod', u'acl:relcl']","[u'DT', u'VBG', u'VBP']","[u'no', u'moving', u'im']",0,[u'dobj'],[u'VBP'],[u'state'],solid state no moving part no overheating im ordering one foe a christmas present
2193,computer,"[u'det', u'amod', u'nmod', u'advmod']","[u'DT', u'JJ', u'NN', u'RB']","[u'this', u'same', u'site', u'prior']",0,[u'dobj'],[u'VBD'],[u'bought'],i bought this same computer on another site months prior and paid double
2194,computer,[u'det'],[u'DT'],[u'this'],0,[u'nmod:npmod'],[u'RB'],[u'back'],i had to send this computer back less than two weeks
2195,battery,[u'case'],[u'IN'],[u'on'],0,[u'nmod'],[u'NN'],[u'worth'],this give you less time on battery but for me its worth it
2196,operating,"[u'neg', u'advmod']","[u'RB', u'RB']","[u'not', u'properly']",0,[u'xcomp'],[u'VBN'],[u'returned'],second asus pc need to b returned not operating properly
2197,,[],[],[],0,[],[],[],but i doubt it will last hours even doing nothing
2198,,[],[],[],1,[],[],[],the charger is about the size of most other chargers tho so that is a bonuspro gameplay smooth running on max settings as long as u tweak the resolution as mentioned wonderful touch pad and keyboard speakers that are loud enough and clear build quality almost up to par with apple and far better than anyother laptop of this caliber great portability with its slim design and lightweight wireless seems to work very well anything else u might be wondering about that i have not yet mentionedall in all a very solid build accompanied with solid all round performance must admit i think its worth every penny although hopefully in next years model they offer a p non touch matte display version with a gpu
2199,computer,"[u'neg', u'compound']","[u'DT', u'NNS']","[u'no', u'ones']",0,[u'nsubj'],[u'VB'],[u'last'],no ones computer should last a month
2200,battery,[],[],[],0,[u'compound'],[u'NN'],[u'saver'],it may even last longer if i put it on battery saver
2201,computer,"[u'compound', u'nmod']","[u'NN', u'CD']","[u'gaming', u'one']",0,[u'conj'],[u'NN'],[u'school'],this is my school social media and gaming computer all in one
2202,compatibility,[],[],[],0,[u'compound'],[u'NNS'],[u'issues'],installation was a breeze taking less than minutes with zero compatibility issues
2203,years,"[u'det', u'nummod', u'advmod']","[u'DT', u'NNS', u'JJR']","[u'this', u'years', u'less']",0,"[u'nmod:npmod', u'nummod']","[u'RB', u'NN']","[u'ago', u'computer']",i bought this computer less than years ago
2204,cpu,"[u'advmod', u'advmod', u'nmod', u'case', u'compound', u'cc', u'conj']","[u'JJR', u'DT', u'NN', u'IN', u'NN', u'CC', u'NNS']","[u'less', u'an', u'cpu', u'of', u'play', u'and', u'temps']",0,"[u'nsubj', u'nmod']","[u'NNS', u'NN']","[u'celsius', u'hour']",after less than an hour of play cpu and gpu temps were in the s celsius
2205,year,"[u'case', u'amod']","[u'IN', u'JJ']","[u'from', u'last']",0,[u'nmod'],[u'VBZ'],[u'toshibas'],the nd toshibas from last year
2206,screen,"[u'det', u'nmod']","[u'DT', u'NN']","[u'a', u'dont']",0,[u'nsubj'],[u'VBP'],[u'want'],i dont like working on anything less than a screen but dont want a bulky laptop to carry around
2207,processor,"[u'case', u'amod', u'amod', u'compound']","[u'IN', u'JJR', u'JJ', u'NN']","[u'for', u'less', u'dual', u'core']",0,"[u'nmod', u'compound', u'compound']","[u'NN', u'NN', u'NN']","[u'deal', u'gb', u'gb']",this acer chromebook is quite a deal for less than with an inch screen gb of ddrl sdram memory gb of internal storage and a intel celeron n dual core processor
2208,computer,"[u'case', u'det', u'amod', u'det', u'compound', u'nmod']","[u'IN', u'DT', u'JJ', u'DT', u'NNS', u'NN']","[u'for', u'the', u'last', u'a', u'windows', u'sp']",0,"[u'nmod', u'dobj']","[u'VBG', u'VBN']","[u'running', u'touched']",disclaimer ive been running macs exclusively for the last years and have not touched a windows computer since windows xp sp so you might consider me to be an apple fan boy
2209,year,[],[],[],0,[u'nmod:tmod'],[u'VBD'],[u'died'],it died after less than a year
2210,drive,"[u'det', u'compound', u'acl']","[u'DT', u'NN', u'VBG']","[u'the', u'usb', u'containing']",0,"[u'dobj', u'compound']","[u'VBG', u'NN']","[u'using', u'drive']",go to last tab and boot override using the usb drive containing ubuntu
2211,screen,"[u'amod', u'nmod']","[u'JJ', u'NN']","[u'blue', u'daily']",0,[u'dobj'],[u'VBN'],[u'had'],bought this laptop before christmas and have had blue screen of death daily
2212,warranty,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBD'],[u'expired'],but a few months later after the warranty expired the charging problem returned
2213,user,[u'det'],[u'DT'],[u'the'],0,[u'dobj'],[u'VB'],[u'protect'],its like google is trying to protect the user from outside influences
2214,screen,"[u'det', u'amod', u'amod', u'compound']","[u'DT', u'JJ', u'JJ', u'NN']","[u'the', u'mbps', u'extra', u'screen']",0,"[u'nsubj', u'compound']","[u'VB', u'NN']","[u'enable', u'size']",the mbps extra screen size does not enable it to accommodate a third document
2215,model,"[u'case', u'amod', u'dobj']","[u'IN', u'JJ', u'NN']","[u'at', u'last', u'cb']",0,"[u'nmod', u'ccomp']","[u'VBG', u'VBG']","[u'pointing', u'pointing']",everybody was pointing at last years model the cb or the acer chromebook
2216,,[],[],[],0,[],[],[],i did have a hiccup day one the driver for my touch pad was out of date or missing
2217,,[],[],[],0,[],[],[],this literally makes me wan na work harder
2218,year,"[u'amod', u'nmod']","[u'JJ', u'NNS']","[u'last', u'christmas']",0,[u'nsubj'],[u'VBD'],[u'bought'],bought it last year for christmas
2219,year,"[u'nsubj', u'cop', u'advmod', u'det', u'case', u'det', u'acl:relcl']","[u'DT', u'VBZ', u'RB', u'DT', u'IN', u'DT', u'VBP']","[u'neither', u'is', u'so', u'the', u'for', u'this', u'hope']",1,"[u'conj', u'nmod:npmod']","[u'JJ', u'RB']","[u'decent', u'so']",the quality is decent not quite the apple level but neither is the price so for this year i hope the acer will suffice and we see what might come later
2220,screen,[],[],[],0,[u'nsubj'],[u'VBD'],[u'left'],screen left half has problems
2221,years,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'for', u'the', u'last']",0,[u'nmod'],[u'VBG'],[u'socializing'],im and have basically lived on the internet for school work and socializing for the last years
2222,computer,[u'det'],[u'DT'],[u'this'],0,[u'dobj'],[u'VBG'],[u'using'],in my case it is not an issue since i am not sitting outside using this computer
2223,battery,[u'det'],[u'DT'],[u'the'],0,[u'nsubjpass'],[u'VBN'],[u'supposed'],batterypower the battery is supposed to last for hours
2224,,[],[],[],0,[],[],[],no big deal when in notebook mode but if i go to back to tablet mode it will be locked in the landscape orientation and not go back to portrait orientation
2225,,[],[],[],0,[],[],[],update the gpu uninstalled itself again and that was the last straw for my wife
2226,memory,[],[],[],0,[u'compound'],[u'NN'],[u'stick'],we ordered a matching ddr gb memory stick and western digital gb m solid state stick to go with it
2227,screen,"[u'advmod', u'det', u'compound']","[u'RB', u'DT', u'NN']","[u'forever', u'the', u'metro']",1,[u'dobj'],[u'VB'],[u'block'],i was able to block hopefully forever the metro screen where i will not be purchasing anything
2228,computer,[u'det'],[u'DT'],[u'the'],0,[u'dobj'],[u'VBD'],[u'closed'],when we were finished we closed the computer and put it back on the charger
2229,price,[u'det'],[u'DT'],[u'this'],0,"[u'nsubj', u'compound']","[u'VBZ', u'NN']","[u'goes', u'i']",the next time this model goes down to that price level i may buy a second one
2230,screen,"[u'case', u'det', u'acl']","[u'TO', u'DT', u'VBG']","[u'to', u'the', u'resulting']",0,"[u'nmod', u'compound']","[u'VBD', u'NN']","[u'diagnosed', u'i']",toshiba diagnosed the problem as internal damage to the screen resulting from an external force applied to the screen i e dropping device stepping on it
