Cluster,Probability,Label,Sentence
0,0.998831141,0,it was a bargain considering its a combination of a regular laptop pc and a touch screen
4,0.99982458,0,given that this system lasted less than months i can not recommend the asus brand
27,0.999507042,0,if theres an area the pro handles less well than the plus it seems to be memory management
31,0.999997595,0,i have to pay self employment social security of and in addition i have to pay income tax on the vine items bringing it up to about overall taxation
0,0.994870306,0,while asus admits they have the drives and that the drives work in this unit they refuse to sell them to the public and suggest that i buy another laptop that has one
15,0.379429253,0,this item does not appear built to last
35,0.99999931,1,if i had to pick one machine for always the way the computer press plays things it would always be the ginormous painful to haul laptop because i earn my dinner with my computers and while the cars are nice i need the truck
0,0.402885926,0,even for regular laptop users it will suffice
8,0.970133809,0,just a regular windows user since version
15,0.997754431,0,i bought this computer less than months ago but now the battery is not working of the computer do not waste your money on this
39,0.999995756,1,the only thing i wish it had was a status light built into the caps lock key or elsewhere so youd know if you inadvertently turned this on i do this occasionally and it would be nice to have a visual idiot light to alert me but this is really a very minor quibble
2,0.991967818,0,no worries i can use the tb inch drive as external storage and back up
16,0.999974115,0,i just opened the item to find the screen is not aligned properly with a gap on the left side
0,0.999803724,0,when i switch from headphones to speakers a lot of the time the speakers dont work and i have to uninstall the audio driver restart it installs the same driver again then it doesnt work again later
33,0.946377264,0,i am up and running in less than seconds no matter what program i choose to run
17,0.989663947,0,it took them a decade to destroy a solid ibm brand but now there is nothing left
24,0.999289093,0,i was deciding between a sony notebook and the asus notebook which was priced less than the sony
23,0.699396599,0,one year later can barely use it
32,0.595038153,0,the screen cracked in less than a month
30,0.578951309,0,screen went belly up after less than six months
0,0.998582834,0,i use scrivener scapple and markdownpad pro daily and i wanted a machine which doesnt cost a ton of money and actually portable
32,0.987178598,0,the blue screen of death was ever present on this device
15,0.783168777,0,i went ahead and ordered it and the price went up a few days later
25,0.995752508,0,of course this was outside of the return window so i looked into the warranty
28,0.971288378,0,there are a few hardware specific hardware asus programs but they are useful
23,0.735094977,0,the battery last about hours of over all i like the tablet
4,0.646871134,0,overall it is a solid computer that does what i need it to do
30,0.999384414,0,comtthinkpad edge s seriesre thinkpad s end insert button switched after last updatetd phighlighttrue
0,0.962476389,0,the downside in less than two weeks she managed to crack the screen which is glass
25,0.996280512,0,asus said the problem was not covered under warranty even though it had been used less than days
9,0.999961121,0,i cant remember the last time i saw a laptop not tablet that didnt include a cd drive
16,0.866207055,0,less than seconds windows login screen comes after power on
8,0.999983353,0,my gradebook web site does not support chrome so i have to do all of my grades on my regular pc or my ipad
32,0.997434427,0,the chrome os is put into sleep if you close the screen and wakes to your last desktop when opened
15,0.990959899,0,i have had dells last me years now and this piece of junk did not even make it a year
33,0.999881945,1,it would be great if they lit up for a few seconds while you logged your access password
15,0.977527552,0,of course this was less than a year after my hp laptop gave out
28,0.999999992,0,when i ordered mine from dell i gave my less than a month olddell inspiron i slv inch touchscreen in laptop intel pentium gb ram gb hdd moonlight silver to my mom
8,0.999977231,0,this has happened several times with this computer and after restarting a few times and typing into google it just wouldnt show me the site for some reason
23,0.991400411,0,the battery lifetime is less than hours if its fully charges
23,0.999903373,0,the update will take some time to install but when installed it will improve speed by about for startup and regular usage
33,1,0,with the gb ram version i manage to have a few chrome apps like tweetdeck and google play music running at the same time while jumping between several tabs opened in the browser without any problems
19,0.999975952,1,its not a gaming laptop but it would be a great student machine or for someone who doesnt have to have the absolute fastest processor etc
39,0.893380783,0,overall the way i see it im getting a big screen hd android galaxy tablet with a keyboard for the price of a tablet
17,0.999980466,0,update weeks later the second computer sent from amazon to replace the defective one gave the same hardware errors
32,0.995839204,0,maybe previous comments i read were prior to a driver update
15,0.989433686,0,dont buy one from last year youll get ripped off
17,0.999675065,0,i am also experiencing the same issue on the replacement computer and debating if i need to send this back as well
5,0.996521002,0,i left for several hours came back and it says chrome os is missing or damaged
30,0.991578566,0,i have not tried the usb to ethernet but this laptop does have a mghz wifi which is faster and has less interference than the
25,0.802071604,0,wasted hrs trying to trouble shoot with no success and returned product
28,1,0,i built a custom gaming system around an intel core i k processor and a plextor me series gb m pcie internal solid state drive and an additional kingston hyperx k gb solid state drive and a seagate tb desktop hdd sata so im not hurting for storage
39,0.998089838,1,the video card is gb of memory i would prefer but for the price it is not a bad compromise
0,0.95548969,0,this is a really worth it laptop the monitor its frames back lot keyboard
23,0.997445877,0,last battery life
25,0.999996692,0,dont buy from asus they said the warranty is global which is a lie i contact them and said its international but doesnt apply outside us
23,0.998808052,0,because of the last two differences the g has a hour battery capacity compared to hours for the g
14,0.999999915,1,it would be nice if it were also touchscreen and the keypad mouse isnt ideal but that can be remedied by plugging in a mouse to one of the usb ports
0,0.999715476,0,the feeling youre left with is that once they have your money asus will do the bare minimum to support their products thats just not going to cut it today
31,0.98858324,0,i bought because of the star reviews and the price you get what you pay for and even less
23,0.887145187,0,battery last about hours
15,0.974246874,0,furthermore i told her i had bought my last acer computer from amazon
7,0.897543641,0,battery issues after less than months computer doesnt charge anymore
23,0.299897546,0,lastly pictures will not do this computer justice
25,0.999369637,0,acer support will not cover this part in their warranty if you are a customer outside of the usa or canada
33,0.99904892,1,it would be nice to have a separate app just to use it for recording
17,1,0,called back customer service was told they will send me a prepaid shipping label but not packaging to mail computer in nor would they reimburse the i already spent on shipping computer
2,0.976150516,0,tl dr the screws are looseboth the external casing and the internal hingeframe screws were not tightened
15,0.841808299,0,got it less than hours ago
32,0.986689712,0,less than a month later the computer would not even turn on
32,0.980758545,0,bought this computer for myself and less than weeks later it doesnt even turn on
15,0.744566311,0,motherboard died in less than a year
38,0.999999608,0,the air i purchased was on sale and it was several hundred dollars less than the options with a retina display so that sealed the decision for me in going with the air
34,0.999215475,0,spent over an hour with customer service barely speaks english
1,0.999999996,0,net result was a solid recovery and plenty of storage with a number of apps metro and desktop about min
4,0.999907292,0,overall i would recommend this laptop if youre on a budget and need an inexpensive computer or if you dont need too much power and would prefer to spend less
4,0.999401973,0,a no brainer at but i can see it being worth the regular price as well
15,0.999347631,0,this is the last time i will ever go for this type deal at amazon again
21,0.999999999,1,when i bought it i didnt realize just how annoying it would be to have to have to use the function key and the arrow keys every time i wanted to change the volume
25,0.999771144,0,i bought this because i needed a computer to write my senior thesis paper on and my regular laptop was on the fritz after the windows update
15,0.935937229,0,its a shame that i am returning this product because i thought it would last me a while
0,0.204980446,0,can you get a computer with the same specs for less
2,0.999991625,0,and thus acer won hopefully this was useful information if you were wondering how much extra this dedicated graphics card brings to the table
23,0.948477239,0,i would have to disagree about that number with regular usage
17,0.998822051,0,this is outside of the month return timeframe so my next step will be to contact lenovo to see if they can help
10,1,1,this computer hopefully now that jobs is gone who knows what the quality is really like my iphone has been a disappointment recently will hopefully last me another years
23,0.99999228,0,the specs said hours of battery life but mine runs out in less than two hours with just basic usage
30,0.999992702,0,less than one year after purchase the battery no longer works and i must keep it plugged in at all times for it to receive power
32,0.999932039,0,i saw the led flash red a few times let the button go and the led switched to white
32,0.748947731,0,broke screen less than a week
9,0.978351361,0,this missing usb port is intregal to the performance of this computer
39,0.999301207,1,this is probably the perfect computer to give to a senior it just works at what it does has no security issues and is far better built than the price would suggest
32,0.999999991,0,when i came back to the computer i noticed that it had restarted and when i tried to move the mouse the screen turned blue although not bsod blue and had groupings of white artifacts all over the screen
0,0.618239809,0,rather than get another desktop i wanted something less bulky for my apartment and decided on a laptop
0,0.907839694,0,i had to upload a few cleaning programs to bring it back together
17,0.999711662,0,tried to contact asus as its still under warranty but connection was refused on their internal message center
9,0.999952691,0,i used an external disk drive to install my culinary software and copied rcipes and music over
15,0.964857526,0,i bought the computer for my son and in less than two months its not working
23,0.998676112,0,depending on what you are doing the battery will last you about hours
32,0.997985495,0,i type over words per minute and im not getting any missing keystrokes at all
30,0.99074612,0,however in less than months the battery wont charge
19,0.99999999,0,but for the rest of what we all do on our computers every day read the internet engage with social networking watch videos on the web swap and interact with basic file types this thing is supreme
17,0.888000948,0,i can not wait to see where computers like this go over the next few years
32,0.804248234,0,i hadnt opened it since my last update and the battery now is at
23,0.915341,0,it will last longer than advertised hours
15,0.999980653,0,my last gaming entry laptop sony vaio lasted me over yrs and counting
23,0.968811051,0,i dont think battery will last the hrs
28,0.99793788,0,overall this is a very solid gaming computer and it should handle anything you throw at it
23,0.987360139,0,i had problem with the battery it last not to longer
15,0.999927231,0,i had a hp amd laptop for the last years and when it came time to upgrade i purchased another one
17,0.99407342,0,i ordered two of these and both had the same problem namely aggravating loss of function on the left mouse buttondead cmos battery that i had to replace myself
0,0.555411069,1,it may be i missed a few drivers i hope but this is a serious problem to me
23,0.931021653,0,cons battery life is still less than i would have imagined
30,0.999999988,0,ditch your proprietary power cord make a trackpad that functions of the time and make the battery last longer
1,0.99961208,0,also it uses less power and puts off almost zero heat
28,1,0,for the slight power users out there that would like to add memory and capacity to their machine you do have the ability to add a hdd to the gb ssd and another ddr ram stick slots present with gb stick as it comes
32,0.99581097,0,i uninstalled some programs and reinstalled windows multiple times until one day it started crashing constantly blue screen
17,0.99995503,0,i have had dell support try to fix the above issues several times now and no luck
32,0.984482206,0,next day blue screen again same issue
32,0.999982746,0,within the second week this computer had the blue screen of death
0,0.60273092,0,this makes a portable computer less portable
4,0.999999426,0,the ram however is not upgradeable but i didnt think it worth another to get the next model up that had the gb of ram
4,0.999998885,0,i found and ordered the asus zb pro on amazon prime now same specs extra usb plus the k touchscreen for less than the dell no touchscreen no k and still less and within about hours
17,0.993076026,0,we have had this computer for months and of course you cant send it back because that window has closed
17,0.814908905,0,i had the computer less than month was still trying to set everything up
30,0.710190172,0,dont buy killer wifi adapter stopped working in less than hours of use
39,0.997143894,1,im sure it would be nice to have dual p touch screens but then youve got two screens to keep clean
24,1,1,right now i dont have a lot of confidence in it ever working i bought what i thought would be a new notebook but it seems to me after all the problems that we have had to endure that it is not new but abused
15,0.995369267,0,i found this t from esales connect it was the last one they had in stock at the time of my purchase
32,0.999986645,0,but it crashed garbled purple screen on the second day i had it and after less than a week now freezes fairly regularly
33,0.996678781,1,since a portion of my free time is recording music it would be great if it did that but it doesnt and that is fine
30,0.999997035,0,at the end of the third year the battery had to be replaced and the logic board was starting to have issues with wifi connection
32,0.452352776,0,ive had this computer less than a week
23,0.999972395,0,charge time from lows around remaining life to is a bit less than hours
17,0.9955408,0,all was well until a half hour later when my son said it turned off
0,0.999254708,0,one caveat after getting used to these speeds you can never go back to using regular computers
4,0.9815854,0,i will not be purchasing an asus product ever again as this experience has left a sour taste in my mouth
16,0.975879571,0,also on my spotify account i can no longer drag playlists or songs and re arrange them
38,0.995618449,0,slimness of design is no excuse for lack of a swapable ram module
0,0.997441083,0,i still occasionally have problems with the mouse however the cursor will literally disappear from the screen i have no idea where it goes the digital void
15,0.910962514,0,it was the change i was looking for after dealing with pcs for the last years
33,1,1,i wasnt expecting very much for the amount of money but honestly a computer at this price should be able to open up a computer program like google chrome or microsoft word in under three minutes
0,0.994246711,0,the uxca wont stay in portrait view and constantly wants to switch back to landscape while re enabling the keyboard and trackpad
15,0.999498164,0,i bought one for my wife last year
30,0.999754551,0,i wont bore you with specs but between the cell dell and cell lenovo there is less time on battery
7,0.999355652,0,my last computer i have had for years still works but cant be updated anymore because its an apple
39,1,1,thanks the good product well packaged protected when arrived could probably throw the box down a flight of stairs and it the laptop would be fine within stays very cool ran a stress test and heavy gaming processor topped out at c gpu also well within limits optimus works fine only places needed programs on discrete graphics otherwise used integrated camera is pretty nice not super hq but nice screen is plenty bright indoors not sure what a lot of people were complaining about backlight not overpowering on keyboard chiclet like keyboard very comfortable to type on full number pad but keys are laid out differently elbo power cable bluetooth
4,0.921054028,0,the price of this laptop is about less than what comparable machines are
0,0.99994864,0,it also supports navigating forward and back with two fingers although this gesture is definitely less responsive than with apples trackpad
15,0.994128469,0,this is the second time i have bought one of these last time it was the gb and it was installed on a pc
32,0.999732549,0,edit i had been having issues with my showing up in my computer after waking from sleep that started a few months back
33,0.999977261,1,one would like to think that asus support would know this or that they would be updating their drivers as intel updates the generic version
19,1,0,i guess it will last for hrs based on my usage internet surfing youtube facebook typing stuff and amazon shopping of course
30,0.753819879,0,the computer started acting up less than six months from purchase
23,0.949621058,0,it does have a con for me battery doesnt last hours of illustrating on a row for me
34,0.999999997,1,i would love if device manufacturers would just be honest about their battery life estimates hopefully someone finds this information helpful
39,0.993820508,1,it would be wonderful to have a backlit keyboard even though it would shorten the laptops battery life
23,0.999715289,0,if you have last years model with the dedicated graphics card depending on what you use it for it may not be worth the upgrade
38,0.999999916,0,i switched to apple products after years of cursing windows and android based systems spending on two macbook pros and an iphone c within the last year
32,0.999998969,0,i bought my hp on line from one of the shopping channels last month my dell had lost its color and everything on the screen is red after years
15,0.999989207,0,i have a lot of chromebooks and i have purchased acer cs since the release last year
15,0.901847934,0,no doubt this will last me a couple years
39,0.675860916,0,con upgrade to windows lost auto switch from inside screen to outside screen
17,0.99956135,0,so after minutes of waiting and thinking i was experiencing the same issue with this asus laptop i powered it off turned it back on again
19,0.999136432,1,it would be a great gift to someone who needs a computer or as a second to go computer
4,0.862983578,0,theres a few options with gb cards and ips displays for less money
16,0.999999335,0,any alternate boot from an external usb device done at the bios level will display in portrait mode instead of in landscape mode
39,0.363159309,0,this gives me less than hours depending on how im using it
32,0.999999993,0,do not buy this computer windows on updated the computer using the windows update service updated the graphics drivers causing the computer to blue screen with the video scheduler internal error
27,0.999999828,0,i have already recommended this hp stream x to several friends and do recommend this hybrid with its limited memory
15,0.67253216,0,i just started gaming the last two years lotro
39,0.999983177,1,it would be nice if the case had smaller access panels to you can access the hd memory and the wifi card with out disassembling the computer case
30,1,1,i would suggest avoiding razer products at all costs the company as a whole cares very little for their customers my story i purchased a razer blade and after approximately a year pretty much immediately after the base warranty ended the power adapter stopped being recognized by the system and thus the battery would not charge
15,0.999989799,0,never owned an apple product before but i realized as soon as i started using this thing that i had been missing out
25,0.881570286,1,i just bought a powerline adapter so i can wire in the xbox one and hopefully thatll get it up to speed
23,0.812690186,0,it will maybe last hours without you having to recharge
39,0.609406457,0,thats less than my hp dx weighed without its battery
33,0.980618236,1,it would be easier to simply use android have access to all the apps or the other and there have been rumors that they merge unlikely but possible
39,0.999593248,1,i wish the screen was ips but for this price point i was able to get gb vs which my advisor said would improve the performance
8,0.234589821,0,programs crash regularly
23,0.999828106,0,the battery life of this inspiron just last for to hours maximum
19,0.876590808,1,its my daily grinder and will continue to be for a couple more years hopefully
9,0.985798915,0,this computer had about gb less storage space than advertised
33,0.999998621,1,my other concern was that it would be slow but i have been able to have over a dozen tabs open and continue to work at full speed
15,0.963667248,0,even last years toshiba xg was faster than the xg
0,0.999595059,0,the screen at inches is actually a big difference over a ten inch tablet screen
0,0.248022432,0,not what you want when youve had it for less than hours
25,0.998718324,0,i dont know what id do if it had happened well outside of warranty
15,0.219000701,0,all of this in less than two hours
15,0.973883677,0,i already have an asus c that i bought last year
39,0.996906193,1,it would be nice if there was a cover of some sort to protect the keyboard
25,0.996926005,0,then just outside of warranty the screen cracked
12,1,1,but that would also cost me about with tax and it would be nice to have a more natural way to access the windows world rather then the unwieldy bootcamp option
32,0.512158852,0,for the last couple of months hes had issues with the screen freaking out as he says
14,0.99999949,0,were this my daily use system id have an external keyboard at the office to use anyway so it wouldnt be a big deal
39,0.999999843,1,it would be nice to have ssd drive but actually the stock drive works really well just slower boot ups is all i have really noticed
32,0.999998223,0,occasionally the screen goes blank for a minute and a message appears that there was a driver issue again not often and hasnt been a big deal
10,1,1,this computer hopefully now that jobs is gone who knows what the quality is really like my iphone has been a disappointment recently will hopefully last me another years
9,0.997975543,0,in performance i cant complain of this computer i can do some gaming with no worry of overheat because of its big fans in the back
15,0.983470316,0,i bought a macbookpro it did not even last year
30,0.998982201,0,this one just barely last years before the connection from the battery to the cord went bust
32,0.999999965,0,the next day there was a blank screen last for about seconds when i use my computer to a drawing then the system prompted display driver stopped responding and has recovered
9,0.999801812,0,less an owners manual or any type of recovery disk or flash drive
0,0.999909292,0,i even plug chromebooks in to the projectors in the classroom both the samsung and acer cb have hdmi out instead of using the less reliable windows desktop computers that are built into the class
33,0.834098488,1,a computer should be able to be dependable for more than months
17,0.995350559,0,if i want to spend the second half of my day in the backyard working or the living room it will hold charge for those hours with no issues
0,0.366045242,0,my last was a samsung with an i and screen
23,0.923329846,0,battery would last about hours
17,0.999991337,0,i call back and repair system is down called back a few days later again and they say they are out of parts to fix it
17,0.997347279,0,they sent me a ups mailing label and we will be returning it for a refund less the restocking fee
27,1,0,if you still have a system image backup from another computer and want to try keep all your installed applications intact instead of reinstalling all from scratch then here goes note my previous laptop was an hp pavilion from several years ago
39,0.93163324,0,the increased ram and intel processor ensures that its going to last a while unlike the arm processor thats in the hp
25,0.999999999,0,theres also a screw hole under a very generic looking warranty voiding sticker from what ive read it doesnt actually void the warranty if you remove the sticker to get to the screw
32,0.999438802,0,my last laptop i had was a tba from bt by theres your brain teaser for the day and the screen started screwing up a couple months after the warranty ran out
30,0.996740417,0,as a result i dont expect the power supply to last
4,0.998206801,0,cons crappy generic ssd not even worth being nvme at the readwrite speeds it offers
32,0.999875096,0,it was purchased for my father for christmas and within months the screen was freezing blue or white
32,0.999960904,0,the pc then ran well for the next couple months but then i started getting blue screens out of nowhere
39,0.999001431,1,i love the product but got it in terrible condition and disappointed in customer servicei would like to let you know that im really upset with the products i got from jr
23,0.988413997,0,not something id expect with a battery that is supposed to last hours
23,0.528870484,0,when i saw this laptop advertised with a windows operating system at less than for the basic model i knew this was going to be my official school laptop
25,0.982442088,1,if you decide to purchase this computer i hope you have better luck with it than i have
32,0.982505105,0,locks up daily with a blue screen
35,1,0,whether it is for you depends on your needs but for me this laptop replaces quite a few devices that i would otherwise need to do what i want to do whether it is for programming in visual studio gaming reading news writing emails reading books on kindle handwritten note taking in meetings on onenote etc
15,0.988336507,0,is this the last computer i ever buy
8,0.998915268,0,in photoshop cc the text is not workable with the regular display view
28,0.999999517,1,well intel core i u and gb of rams should be able to handle most of the applications ive run on a daily basis
0,0.956611227,0,my wife is a photographer as well and this computer just doesnt have the space for storing the tens of thousands of photos she has generated over the last years
23,0.999999645,0,the battery life on battery saving mode will get less than minutes worth and the power dc jack has already blown once
10,0.99999876,1,it doesnt have all the bells whistles of other laptops on the market but for the price quality i hope this lasts for quite some time
39,0.997843784,0,retina lbsi could also eliminate the price and ram criteria now since all models were gb and price variation was less than model storage battery display weight pro gb hrs
23,0.958877572,0,if you do not use it for entertainment it can last around hours
25,0.999031712,0,third party sellers cant be trusted in my years experience as a regular amazon customer
15,0.999953748,0,ive owned this laptop since july of last year
32,0.998564492,0,screen broke by itself literally closed it and opened it next morning
17,0.999999957,0,had to call apple and spent hours trying to fix now have to send back and daughter has no computer for college
25,0.983804745,1,i was told it would be processed in hours however weeks later when i hadnt yet received it i called asus to inquire about the charger and they told me they didnt have that information
39,0.984373338,1,it would be nice if at this price they provided a carraige for the case
32,0.999742034,0,not minutes later the blue screen showed up again and the computer restarted
17,0.999883204,0,read reviews on hp support and tens of folks having same issue and need to send it back
19,0.999977541,0,college studentage gameroccasional social mediaphotoshopother adobe appsmicrosoft word excel powerpoint etc
23,0.985223796,0,the last time i had to use power wash i put google in the trash
15,0.998020684,0,i bought this for my husband so its not as big of a deal but if id bought it for me id send it back asap
19,0.812379586,0,i would recommend this computer to anyone that uses a computer on a regular basis
27,0.772729619,0,it less memory and lower cpu then the hp i have now
23,0.84376921,0,i get about hrs in regular usage flipping between movies gaming and productivity
3,0.99999999,0,according to tech support you could install another gb memory in same standard and install ssd drives as raid
32,0.793492988,0,the screen is still showing on the outside screen
15,0.99972197,0,this will probable be the last dell product that i will ever buy
23,0.999999961,0,charges with a universal usb cable which means that my mwh external battery charger will work to charge my iphone ipad and now the asusthe battery life
15,0.99980878,0,i wouldnt buy another dell product if their laptop is going to last less than a year
14,0.999980923,0,in my field of professional music i need to know that i am connected by ethernet hardwire to the outside world
28,1,0,this samsung pro series gb is one of the fastest internal solid state drives ive tested and comes with a year warranty
15,0.747333181,0,i have had this computer less than a year
14,1,0,i dont like a mouse pad using a usb wireless mouse and the touch screen and i keep my song music library on a usb external tb drive so when i back up i dont eat up a lot of time and back up drive space
25,0.999999475,0,they said the third party company they send these to for repairs deemed ours physically damaged and the warranty was void
12,0.99995613,1,it would be nice to have the physical volume control option laid out easier to adjust
7,0.999926459,0,ive spent the last five hours running diagnostics to get it working again
32,0.999947407,0,windows runs somewhat unstable on my device as i am experience multiple blue screen crashes and the touchscreen failing to register gestures
32,0.999599068,0,i would have the laptop turned at and have it at after after half an hour of working on my desktop i would go back on the laptop and see it at or
9,0.879206928,0,this is the last model with dvd drive
23,0.887145187,0,the battery does not last
17,0.999999935,0,on the local site its not even advertised update the nearest service center that i could find on the international website turned out to be a garbage recycling facility
16,1,0,my biggest complaint is that the on off switch is on the left side of the laptop and i have to life it to find the button to depress it to turn it on or restart it after its gone to sleep
9,0.999979123,0,it keeps dropping wifi all the time it stopped playing sounds because of a missing driver we had to re install it
0,0.999935543,1,being that it has an arm processor i wish there was a way to install android on it and run it off of the same linux kernel so one can switch back and forth between the two without having to restart
17,0.999995608,0,after being asked the same questions three times the automated system told me it would connect me to a rep then i got another recording which told me to try again later and hung up
0,0.525572196,0,dont laugh on some netbooks and even notebooks the viewing angles can be so limited that even if your head is centered relative to the screen some part of the screen will be shaded washed out or diffracted
32,0.988443325,0,i think the last non glossy screen i used was my desktop computer back in the day
33,0.998415185,0,this should make a solid daily use laptop for me for several years provided i remain cognizant of its limitations and take care of it
17,0.571228546,0,several hours later it was still the same way
0,0.999780312,0,i thought it was a regular size laptop but thats my fault
15,0.999926235,1,so far this laptop is the perfect computer to replace my aging year old asus gaming laptop it had dedicated graphics too and hopefully it will serve me for another years
32,0.76229038,0,i have a few days left and i think im going to return this computer
19,0.999423519,0,if you like alt tabing and running things in the background like tv shows or what not the computer can get a bit bogged and hold up for a second
30,0.838729554,0,i was on the internet and downloading software on this laptop for over hours the last two days and the battery is still on
17,0.980031187,0,one moment it says theres ten hours of charge left and the next it goes down to three
23,0.964434244,0,besides the battery life is less than hours
17,0.921901522,0,after it asked me for some info it took me back to the same screen
39,0.999988427,1,honestly though there are circumstances it would be nice to have the rear camera such as when you want to put a picture in your onenotes but since onenotes is free your phone camera still works for this as well
16,0.999981308,0,after min run time after initial power up and not opening any programs the cpu is still running at or close to it every few seconds
16,0.999861161,1,it would be nice to leave the key board attached to the power and just detach the screen for use
15,0.248208981,0,my computer has stayed with me less than its traveled to them
0,0.999993203,0,ive actually been using the touch screen while taking notes in class actually quite useful
19,0.99568743,0,this just in if youre using or and congratulating yourself know that said telemetry snooping features capturing every last keyboard stroke and reporting in has just been added as a feature to and
25,0.998817872,0,like others have said the screen is garbage and stops working in less than a year
32,0.997300041,0,im fed up with the laptop and i requested a return last two times the disk cleanup has started working
14,0.999998723,1,theres only a single usb connection it would be nice to have one or two more although the one can obviously be bridged and theres an hdmi output
16,0.95818441,0,a few initial thoughts after having it for five days the cpu was a big area of concern for me
17,0.999984981,0,contacted acer predator dedicated support i am told that the kits have been missing in some computers and are shipped separately on request
8,0.791467651,0,the display drive regularly reboots or the computer restarts
25,0.98975466,0,the last fix was to get the matte cover off the screen
9,0.502973281,0,it turns out this was a hardware issue and therefore i had to send this back less than weeks after purchase
39,1,1,here are my pros and cons pros very fast with the i and ssd this baby is super fast it boots up in about seconds screen is amazing hard not to when vizio is a lead competitor in the tv market sleek and thin this thing is very thin and fairly light yet feels durable because of the aluminum case cons being so thin the speakers are not very loud because they are obviously not very big the keys on the keyboard take some getting used to windows it would be nice if it was a touch screen but with windows gestures its easy to get the hang of it
17,0.999998255,0,when i call back they tell me that a member of that department will call me at a specific day and time and then i get no call
32,0.797692185,0,less than one star computer easly damaged and they wont do anything about it
23,0.999999983,0,when im at school with the fully charged battery and turn it on battery saver the battery will last well over hours
6,1,0,when i last checked the asus website page for this computer i didnt see any mention of the resized sd card slot or the addition to the keyboard
15,0.99999189,0,i cant think of anything else to review but i already know about chromebooks since ive had one since last year
14,0.999991184,0,there is no standard external monitor port and not even an adapter included
14,0.999889753,0,attached a dvd rom external drive visit usb and still no success
33,0.999987724,0,my laptop arrived without any paperwork so i was missing the one year office and tb onedrive storage offer
17,0.999914893,0,i have spent several hours on the phone with them attempting to troubleshoot and nothing has worked
23,0.999618642,0,for basic internet surfing the battery tends to last about hours for me with the screen brightness to about
17,0.996790621,0,they proceeded to ship the missing parts to me and told me that id have to install them myself
39,0.999758163,1,i have had this for about months and the screen cracked making it so i can not use the touch screen i wish i could just buy a new screen and replace it but i can not find any
39,0.999999036,0,the screen might have a lower resolution than the one on the samsung chromebook pro but for less you get twice the storage and a backlit keyboard so this was a no brainer for me
4,0.999978066,0,its worth the to upgrade since youre investing in gb ram anyway why waste it
0,0.999503074,0,i have owned my chromebook for less than years and my initial opinion was that it was useful for its lightweight portability
30,0.999027971,0,yet i have had some wifi issues over the last year with lenovo and had read about wifi issues with the yoga
15,0.90397888,0,if it goes in less than to years im done with toshiba
14,1,0,id use it all the time but ive never gotten the hang of typing on a laptop style keyboard yes i know i can dock a wireless keyboard to it but i have space issues where i use this to study and to type the simplest thing takes me forever unless im in front of a regular keyboard
25,0.996773379,0,a few hours later the screen did not show i contacted asus
39,0.984266413,0,on a screen of this quality you would expect nothing less than perfection much less the price
30,0.999999852,0,last night my wifi dropped i tried to reconnect and it said there were no wireless routers within range
25,0.7985681,0,booting computer went from like seconds to less than
0,0.936081319,0,regular updates would take hours according to the laptop
10,1,1,so when i saw this i thought it would be perfect to take places and to have with me when im just browsing the web on the couch or in bed
32,0.991488418,0,three and half years later it stopped working not powering on at all
32,0.567044966,0,the screen already internally cracked in less than month of having it
4,0.887083754,0,this is unacceptable for any computer much less one in this price range
25,0.657898681,0,charger stopped working less than a year after purchase
31,0.994919606,0,it is being returned for a regular sized and reliable laptop
32,0.992439017,0,i went away for a few hours and came back to a repaired machine
27,0.999999892,0,i keep track of all kinds of stuff surf social plus ive built lots of docs using drive
0,0.991396172,0,i would never buy a big ticket item off the net again
32,0.999644629,0,a week and a half later i recieved and it work for a week and now back to the same blue screen
15,0.87342931,0,purchased of these over the last years
31,0.999999641,0,so i sold my last macbook i still use mac mini at home and tried this rugged but lightweight chromebook
0,0.505405756,0,it comes preinstalled with windows which is a winner much less jarring to the windows user than or
23,0.887145187,0,battery last for a while
38,0.998428957,0,it rivals my all solid state drive macbook in terms of overall speed
28,0.999999997,0,my model has gb ram tb hdd and a gb ssd th gen i processor and a mid range dedicated graphics card all for less than
32,0.98738317,0,even then though using hibernate when it comes back up it still blue screens about of the time
33,0.777107295,1,it would be a great computer if it didnt
39,0.873444761,1,hopefully more downloads will be available in the future
33,0.999996274,1,my chromebook only has gb of memory and while that is probably more than enough for a chromebook since the idea is to store everything in the cloud it would be nice to know that i might be able to download a few movies if i needed to
30,0.998344329,0,less than a year and i started having problems with the unit not always turning on
33,0.999418193,1,it would be nice to be able to watch some videos from a flash drive when internet is unavailable
4,0.998212442,0,when i was searching around for extra ram for my imac mid i came across this product
14,0.925549652,0,i am one who prefers glossy displays and this one has no antiglare coating but its not unusable outside either
27,1,0,it may be worth noting that the color of the logo on the back seems to not be adjustable stays red for me as i thought it would automatically change to whatever color the keyboard was set to be
8,0.876255581,0,go back to previous programs for those who do not wish to interact with their computers as tablets and use this program for your tablets
17,0.999998042,0,i spent hours online with the dell technician and had to send back to dell for repairs they replaced the screen
0,0.986734769,0,this is my second one got it because it does everything the big guys do and its portable
15,0.999845739,0,this is the last time i will ever buy a computer through amazon
31,0.78935737,0,it is less than the price of fixing her laptop
15,0.995497918,0,i think a laptop should last longer than a year when you pay for it
33,0.99993023,0,in less than ten seconds i have this thing powered up and surfing the internet or doing whatever else i want it to do
