,Sentence,Class
1946,is this the last computer i ever buy,0
1947,in photoshop cc the text is not workable with the regular display view,0
1948,well intel core i u and gb of rams should be able to handle most of the applications ive run on a daily basis,1
1949,my wife is a photographer as well and this computer just doesnt have the space for storing the tens of thousands of photos she has generated over the last years,0
1950,the battery life on battery saving mode will get less than minutes worth and the power dc jack has already blown once,0
1952,retina lbsi could also eliminate the price and ram criteria now since all models were gb and price variation was less than model storage battery display weight pro gb hrs,0
1953,if you do not use it for entertainment it can last around hours,0
1954,third party sellers cant be trusted in my years experience as a regular amazon customer,0
1955,ive owned this laptop since july of last year,0
1956,screen broke by itself literally closed it and opened it next morning,0
1957,had to call apple and spent hours trying to fix now have to send back and daughter has no computer for college,0
1958,i was told it would be processed in hours however weeks later when i hadnt yet received it i called asus to inquire about the charger and they told me they didnt have that information,1
1959,it would be nice if at this price they provided a carraige for the case,1
1960,not minutes later the blue screen showed up again and the computer restarted,0
1961,read reviews on hp support and tens of folks having same issue and need to send it back,0
1962,college studentage gameroccasional social mediaphotoshopother adobe appsmicrosoft word excel powerpoint etc,0
1963,the last time i had to use power wash i put google in the trash,0
1964,i bought this for my husband so its not as big of a deal but if id bought it for me id send it back asap,0
1965,i would recommend this computer to anyone that uses a computer on a regular basis,0
1966,it less memory and lower cpu then the hp i have now,0
1967,i get about hrs in regular usage flipping between movies gaming and productivity,0
1968,according to tech support you could install another gb memory in same standard and install ssd drives as raid,0
1969,the screen is still showing on the outside screen,0
1970,this will probable be the last dell product that i will ever buy,0
1971,charges with a universal usb cable which means that my mwh external battery charger will work to charge my iphone ipad and now the asusthe battery life,0
1972,i wouldnt buy another dell product if their laptop is going to last less than a year,0
1973,in my field of professional music i need to know that i am connected by ethernet hardwire to the outside world,0
1974,this samsung pro series gb is one of the fastest internal solid state drives ive tested and comes with a year warranty,0
1975,i have had this computer less than a year,0
1976,i dont like a mouse pad using a usb wireless mouse and the touch screen and i keep my song music library on a usb external tb drive so when i back up i dont eat up a lot of time and back up drive space,0
1977,they said the third party company they send these to for repairs deemed ours physically damaged and the warranty was void,0
1978,it would be nice to have the physical volume control option laid out easier to adjust,1
1979,ive spent the last five hours running diagnostics to get it working again,0
1980,windows runs somewhat unstable on my device as i am experience multiple blue screen crashes and the touchscreen failing to register gestures,0
1981,i would have the laptop turned at and have it at after after half an hour of working on my desktop i would go back on the laptop and see it at or,0
1982,this is the last model with dvd drive,0
1983,the battery does not last,0
1984,on the local site its not even advertised update the nearest service center that i could find on the international website turned out to be a garbage recycling facility,0
1985,my biggest complaint is that the on off switch is on the left side of the laptop and i have to life it to find the button to depress it to turn it on or restart it after its gone to sleep,0
1986,it keeps dropping wifi all the time it stopped playing sounds because of a missing driver we had to re install it,0
1987,being that it has an arm processor i wish there was a way to install android on it and run it off of the same linux kernel so one can switch back and forth between the two without having to restart,1
1988,after being asked the same questions three times the automated system told me it would connect me to a rep then i got another recording which told me to try again later and hung up,0
1989,dont laugh on some netbooks and even notebooks the viewing angles can be so limited that even if your head is centered relative to the screen some part of the screen will be shaded washed out or diffracted,0
1990,i think the last non glossy screen i used was my desktop computer back in the day,0
1991,this should make a solid daily use laptop for me for several years provided i remain cognizant of its limitations and take care of it,0
1992,several hours later it was still the same way,0
1993,i thought it was a regular size laptop but thats my fault,0
1994,so far this laptop is the perfect computer to replace my aging year old asus gaming laptop it had dedicated graphics too and hopefully it will serve me for another years,1
1995,i have a few days left and i think im going to return this computer,0
1996,if you like alt tabing and running things in the background like tv shows or what not the computer can get a bit bogged and hold up for a second,0
1997,i was on the internet and downloading software on this laptop for over hours the last two days and the battery is still on,0
1998,one moment it says theres ten hours of charge left and the next it goes down to three,0
1999,besides the battery life is less than hours,0
2000,after it asked me for some info it took me back to the same screen,0
2001,honestly though there are circumstances it would be nice to have the rear camera such as when you want to put a picture in your onenotes but since onenotes is free your phone camera still works for this as well,1
2002,after min run time after initial power up and not opening any programs the cpu is still running at or close to it every few seconds,0
2003,it would be nice to leave the key board attached to the power and just detach the screen for use,1
2004,my computer has stayed with me less than its traveled to them,0
2005,ive actually been using the touch screen while taking notes in class actually quite useful,0
2006,this just in if youre using or and congratulating yourself know that said telemetry snooping features capturing every last keyboard stroke and reporting in has just been added as a feature to and,0
2007,like others have said the screen is garbage and stops working in less than a year,0
2008,im fed up with the laptop and i requested a return last two times the disk cleanup has started working,0
2009,theres only a single usb connection it would be nice to have one or two more although the one can obviously be bridged and theres an hdmi output,1
2010,a few initial thoughts after having it for five days the cpu was a big area of concern for me,0
2011,contacted acer predator dedicated support i am told that the kits have been missing in some computers and are shipped separately on request,0
2012,the display drive regularly reboots or the computer restarts,0
2013,the last fix was to get the matte cover off the screen,0
2014,it turns out this was a hardware issue and therefore i had to send this back less than weeks after purchase,0
2015,here are my pros and cons pros very fast with the i and ssd this baby is super fast it boots up in about seconds screen is amazing hard not to when vizio is a lead competitor in the tv market sleek and thin this thing is very thin and fairly light yet feels durable because of the aluminum case cons being so thin the speakers are not very loud because they are obviously not very big the keys on the keyboard take some getting used to windows it would be nice if it was a touch screen but with windows gestures its easy to get the hang of it,1
2016,when i call back they tell me that a member of that department will call me at a specific day and time and then i get no call,0
2017,less than one star computer easly damaged and they wont do anything about it,0
2018,when im at school with the fully charged battery and turn it on battery saver the battery will last well over hours,0
2019,when i last checked the asus website page for this computer i didnt see any mention of the resized sd card slot or the addition to the keyboard,0
2020,i cant think of anything else to review but i already know about chromebooks since ive had one since last year,0
2021,there is no standard external monitor port and not even an adapter included,0
2022,attached a dvd rom external drive visit usb and still no success,0
2023,my laptop arrived without any paperwork so i was missing the one year office and tb onedrive storage offer,0
2024,i have spent several hours on the phone with them attempting to troubleshoot and nothing has worked,0
2025,for basic internet surfing the battery tends to last about hours for me with the screen brightness to about,0
2026,they proceeded to ship the missing parts to me and told me that id have to install them myself,0
2027,i have had this for about months and the screen cracked making it so i can not use the touch screen i wish i could just buy a new screen and replace it but i can not find any,1
2028,the screen might have a lower resolution than the one on the samsung chromebook pro but for less you get twice the storage and a backlit keyboard so this was a no brainer for me,0
2029,its worth the to upgrade since youre investing in gb ram anyway why waste it,0
2030,i have owned my chromebook for less than years and my initial opinion was that it was useful for its lightweight portability,0
2031,yet i have had some wifi issues over the last year with lenovo and had read about wifi issues with the yoga,0
2032,if it goes in less than to years im done with toshiba,0
2033,id use it all the time but ive never gotten the hang of typing on a laptop style keyboard yes i know i can dock a wireless keyboard to it but i have space issues where i use this to study and to type the simplest thing takes me forever unless im in front of a regular keyboard,0
2034,a few hours later the screen did not show i contacted asus,0
2035,on a screen of this quality you would expect nothing less than perfection much less the price,0
2036,last night my wifi dropped i tried to reconnect and it said there were no wireless routers within range,0
2037,booting computer went from like seconds to less than,0
2038,regular updates would take hours according to the laptop,0
2040,three and half years later it stopped working not powering on at all,0
2041,the screen already internally cracked in less than month of having it,0
2042,this is unacceptable for any computer much less one in this price range,0
2043,charger stopped working less than a year after purchase,0
2044,it is being returned for a regular sized and reliable laptop,0
2045,i went away for a few hours and came back to a repaired machine,0
2046,i keep track of all kinds of stuff surf social plus ive built lots of docs using drive,0
2047,i would never buy a big ticket item off the net again,0
2048,a week and a half later i recieved and it work for a week and now back to the same blue screen,0
2049,purchased of these over the last years,0
2050,so i sold my last macbook i still use mac mini at home and tried this rugged but lightweight chromebook,0
2051,it comes preinstalled with windows which is a winner much less jarring to the windows user than or,0
2052,battery last for a while,0
2053,it rivals my all solid state drive macbook in terms of overall speed,0
2054,my model has gb ram tb hdd and a gb ssd th gen i processor and a mid range dedicated graphics card all for less than,0
2055,even then though using hibernate when it comes back up it still blue screens about of the time,0
2056,it would be a great computer if it didnt,1
2057,hopefully more downloads will be available in the future,1
2058,my chromebook only has gb of memory and while that is probably more than enough for a chromebook since the idea is to store everything in the cloud it would be nice to know that i might be able to download a few movies if i needed to,1
2059,less than a year and i started having problems with the unit not always turning on,0
2060,it would be nice to be able to watch some videos from a flash drive when internet is unavailable,1
2061,when i was searching around for extra ram for my imac mid i came across this product,0
2062,i am one who prefers glossy displays and this one has no antiglare coating but its not unusable outside either,0
2063,it may be worth noting that the color of the logo on the back seems to not be adjustable stays red for me as i thought it would automatically change to whatever color the keyboard was set to be,0
2064,go back to previous programs for those who do not wish to interact with their computers as tablets and use this program for your tablets,0
2065,i spent hours online with the dell technician and had to send back to dell for repairs they replaced the screen,0
2066,this is my second one got it because it does everything the big guys do and its portable,0
2067,this is the last time i will ever buy a computer through amazon,0
2068,it is less than the price of fixing her laptop,0
2069,i think a laptop should last longer than a year when you pay for it,0
2070,in less than ten seconds i have this thing powered up and surfing the internet or doing whatever else i want it to do,0
2071,ive tested the internet on multiple speed test sites and they all return the same results,0
2072,so my plan is to have it repaired and covered by amex and hopefully it will last for another few years,1
2073,if you have even the tiniest of problems you will enter the vortex of hell that is dells excuse for customer service,0
2074,occasionally this computer with disable the internet and you cant get it back on until you uninstall and then let it re install,0
2075,however the internal wireless modem stopped working a week after i bought it and i had to buy an external usb modelm to access internet,0
2076,moving from a windows based laptop to this has me missing skype calls and i cant run a specific program from my school to set up a vpn,0
2077,it would be nice to know the reason for the screen to change like it did,1
2078,the service was just outside of my price range,0
2079,this is last product of hp for me,0
2080,so less time i can bill them for waiting for my computer to boot up the happier they are as well,0
2081,i remember the day when people brought products built to last,0
2082,edited paragraph on my last day before shipping the computer back it got stuck on a continuous bootload,0
2083,received this product today and when it was powered up it said the operating system was damaged or missing,0
2084,playing games on the battery will last you maybe an hour,0
2085,lastly i would add something about the screen,0
2086,this newer model freezes multiple times daily is actually slower,0
2087,it would be a great first computer for a student maybe a gift for someone who just needs to browse the web and send email but it just wasnt quite enough for me,1
2088,even after a year the battery will last for hours and sometimes up to or if i lower the brightness setting,0
2089,i spent several hours reloading my apps to the samsung pro,0
2090,at this point just a few fairly standard programs had been installed minecraft and skype,0
2091,i received the product last week,0
2092,i was intrigued by the capability to add a second ssd via the additional sata port and although i have yet to do so i will be adding a second drive in the future,0
2093,i had to move some files off to a second drive to make room for it but that was well worth it and i dont need picture files on my ssd,0
2094,but the trade off is less power consumption and a cooler running machine,0
2095,i still use a macbook air and find it slowcumbersome pushing harder in corners or trying to drag objects with the trackpad,0
2096,i spent several hours on the phone with both microsoft customer service as well as dell,0
2097,the battery would last an hour as i inched out of a year,0
2098,it powers up in seconds or less,0
2099,the thing charges completely in less than hours and my experience has been that it holds a charge anywhere between and hours depending on what you are doing,0
2100,if you are buying this computer i hope you have a taste for lemon juice cuz thats what mine tastes like,1
2101,the one downside to me is that the screen is almost unusable outside,0
2102,my recommendation buy the same spec laptop from cyberpowerpc minus the raid for to less monies or get this with the gtx,0
2103,been using this since the last years with no problems,0
2104,i did not used the acer blue screen protection as colors were disturbed and screen became yellow in appearance,0
2105,prosamazing screen qualitycan it handle adobe programs several at the same time,0
2106,when i recreate my google account on the machine all the previously installed apps come back automatically,0
2107,so i returned the last hp pavilion chromebook because it died upon updating chrome os the system asks you to do so,0
2108,barely usable without a second display,0
2109,i used the warranty on my last computer and it saved me lots of money,0
2110,so after a lengthy talk with technical support i send it back in wait another week and get it back,0
2111,the computer boots up in less than seconds,0
2112,blinking keyboard i have a yoga pro and just outside of warranty it stopped working,0
2113,now who use regular computer,0
2114,there is no excuse to pay close to dollars and have just a crappy product,0
2115,with windows even an average user should be able to reinstall windows on their own now,1
2116,one thing im keen on is that you can actually charge the laptop via the usb type c port also a thunderbolt port on the left side,0
2117,one thing this really is missing is a ethernet port,0
2118,i started getting a blue screen of death daily now,0
2119,the flip feature is neat and useful but the touchscreen alone is worth the price for those moments youd rather just flick the screen or tap than use the keyboard,0
2120,beyond the physical hardware itself i find nothing useful about the chromebook design at all,0
2121,its raised in the back with venting and fan for cooling the inner parts,0
2122,it gave a blue screen error about a missing device and listed keys to press to troubleshoot the problem,0
2123,i will no longer go with asus considering this is the second replacement computer with the same issue,0
2124,decided to go with this computer for her browsing youtube email social networking bill pay etc,0
2125,its incredibly easy and relatively quick and with chrome rdp hopefully gaining compatibility in r the experience may even be better,1
2126,the laptop is still working great except that i wish this model had a kensington security lock slot to hold a security lock cable,1
2127,you could buy an i equipped rocket for less money but twice the weight,0
2128,using google docs and google drive i have no need for my regular pc,0
2129,my child has had this computer less than months and already she is having problem with the mouse pad,0
2130,or rather opposite of how you would drag a touch screen,0
2131,edit laptop battery wear level is already at after less then a couple years and the battery dies off the charger in less than minutes,0
2132,got this for christmas last year for college,0
2133,my last computer took over a minute,0
2134,i am switching from a macbook air after using it exclusively for the last years,0
2135,overall this laptop really worth this price,0
2136,called in a computer service company and was told to send it back because the processor will not function properly,0
2137,less than a year before it is on its last leg,0
2138,and because of that this will be my last lenovo product,0
2139,my regular computer is a mac mini,0
2140,opened and closed the screen multiple times,0
2141,i think this laptop will definitely last us years,0
2142,i bought this last year,0
2143,didnt last a year,0
2144,overall it is not worth the price,0
2145,i wish the screen could be rotated further back and the power cord to be longer,1
2146,i have adjusted the power settings in an attempt to make it last longer,0
2147,you cant install programs outside of browser plug ins,0
2148,with the solid state drive and the fan less cpu there are no moving parts to wear out,0
2149,its a beautiful laptop the design and material are top notch is super fast i love the display i would like that have a extra usb port but its okay i recommend anyone to buy it,1
2150,battery lifeapple claims hours to a charge compared with hours on last years model,0
2151,ive had this chromebook for less than a year,0
2152,why was it on there and other non essential stupid programs explored w some sucky bits there but hey its microsoft whaddya want im gon na curse under my breath or loudly depending on any more issues there because we hates it my precious namely setting default programs for file types it wouldnt let me choose from programs only what it thinks is logical grrrr now loading the one game that i hope to really test out the graphics card on hopefully it will be a nice surprise should be since this is an upgrade from my old lappy,1
2153,if there were truly any complaints i have had with this laptop it would have to be that the included bloatware can be fairly annoying if not uninstalled not truly the laptops fault but when mcafee constantly asks you to pay up then youll understand what i mean booting for the first time as well as coming off of sleep mode can drag on sometimes roughly seconds thanks to the hdd and the webcam is one of the absolute worse webcams i have ever seen,1
2154,you can put a micro sd card in the chromebook for extra internal storage although im just relying on google drive at the moment,0
2155,now it is too soon to know if they are going to be a problem but a tip from the digital camera that my wife has small rubber plugs attached to the body that you pop out and they stay attached until you are done would be nice and keep the look clean when everything is covered and protected,1
2156,hopefully customer service can send a working product,1
2157,it would be nice if they similarly provided a more thorough guide to all the features on the chromebook such as the camera which i still havent figured out,1
2158,but if the product doesnt work seamlessly out of the box im not going to waste my time trying to troubleshoot it over an outsourced customer relationship line,0
2159,battery life significantly less than stated,0
2160,also had issues with the display just outside of warranty,0
2161,while it would be nice to have microsoft office on here i can do everything i need for school through google docs,1
2162,however if you do your research and know what this product is i would still give it a star rating if i paid regular price,0
2163,they also offer the ability to watch hulu and netflix with subscriptions not included and use social media,0
2164,last computer i bought was an asus problematic as it was a desktop and tech support in india,0
2165,the system boots fully in less than fifteen seconds,0
2166,the windows home edition isnt too big a deal as a home user the added benefits of the pro version are few but it would be nice to have an upgrade option,1
2167,avoid this laptop the last one i had was a i and it even ran a d modeling program this one can not even handle adobe reader properly,0
2168,the and inch versions have the same internal hardware cpu ram emmc storage,0
2169,supposed to be warrantied for a year but they yelled at me and told me its days and hung up on me last time i called,0
2170,lastly is the color of the laptop,0
2171,for example i charged to and less than an hour later it was already at,0
2172,i monitored the battery status during that time and i think it did last through about hours of use plus the standby,0
2173,probably my last hp product ever,0
2174,i wish the screen were a little brighter,1
2175,this is a solid and reliable choice for a regular laptop user,0
2176,i cant tell if this is actually a model as i cant confirm that dell updated this computer since its initial release,0
2177,i am a few months out of warranty so it will be several hundred dollars to fix,0
2178,secondly like any computer it will need to be restarted occasionally to do anything,0
2179,overall i believe the computer was worth the purchase,0
2180,after researching for about a month for one with a dedicated graphics card that would last me for several years i threw this one into my wishlist and settled on saving for it,0
2181,the battery is rated to last hours,0
2182,we watch tv and movies mainly via streaming so i thought that it would be nice to have my laptop back while my daughter is watching cartoons on netflix,1
2183,subsequently my operating system microsoft office applications and all games have been loaded to my gb ssd,0
2184,i have been trying to install the upgrade windows for the last hours,0
2185,i had to order a second one of these because the first one was password protected this one has no camera and sometimes i think it is going to crash as the screen flickers however the price was what i could afford and it is so far working fine and hopefully it will last for a couple years like my last refurb did,1
2186,its not a gaming powerhouse but he does manage to run some less graphically intensive games on it with no problem,0
2187,last month i decided to give my mobile pcs a rest not to mention my batterieshot battery killing my cell phones,0
2188,i bought this computer last year just started using it,0
2189,i have been charging this computer for the last hours and the battery is still at,0
2190,less than a year ago i purchased this microsoft surface product,0
2191,i had windows on the previous computer but this is probably a later version,0
2192,but it says it is missing google chrome which it should have already been installed and now it says to missing or damaged,0
2193,battery at brightness the battery will last hours,0
2194,i got this laptop last year when it just got launched,0
2195,i have left it for hours and still the same,0
2196,it vents the heat onto the screen but the upper bottom half of the laptop also heats up,0
2197,it would be nice to have a cddvd driver built in for downloads and movie viewing,1
2198,after the initial boot up it spent several hours trying to update itself,0
2199,my computer goes from the desktop to reboot and back to desktop in less than seconds now,0
2200,ive bought this chromebook when i was last week in england and i was leaving from luton airport,0
2201,the verdict on this is that it would be great for someone that doesnt need it to watch videos or use this for heavy entertainment,1
2202,im working on a book and three times within the last month the computer crashed,0
2203,i see them on ebay and amazon for hundreds less for newer models,0
2204,our basic needs web browsing hd video playback social media media center,0
2205,upgraded to gb of ram for less than,0
2206,i have had this laptop for less than a year and it has caused me nothing but problems,0
2207,installed windows and boot time is now less than seconds,0
2208,in the last six to seven years ive bought twelve laptops between work my wife and my kids,0
2210,last note it does not matter which ssd you purchase it will be up to each individuals preference i e price features etc,0
2211,both last hours,0
2212,i just got this one for my wife she had another macbook before without the superdrive much less memory and hd,0
2213,along the way some foolish executive decided that the extra ten dollars in patent licensing fees to equip usb c instead of surface connect wasnt worth it,0
2214,about fifty minutes of gameplay and four hours of regular use,0
2215,sent back within a few hours of receiving,0
2216,there is also the google equivalent of microsofts office products and you can convert any documents to a wordexcelpowerpoint document if you need to switch back and forth to the respective formats,0
2217,im not making this up everything i just listed has happened to me several times in the last hour and a half and all i want to do was save some pictures from my email,0
2218,i dont think it will last a year,0
2219,for those of you complaining this thing cost less than a cell phone,0
2220,well i bought this computer for my son less than months ago,0
2221,i have watched this laptop over the last months and the price has fluctuated from about and,0
2222,that being said it would be great if producers of pc products could figure out how to combine powerful hardware and high quality components namely keyboards and trackpads,1
2223,neither of these issues are deal breakers however if i begin to use the laptop away from home more often it would be nice to have something with a longer battery life,1
2224,only have two gripes i wish it had backlit keys and i wish the screen could tilt back just a little more,1
2225,the chromebook generally does all of those things and if it worked consistently it would be a great low cost computer for what it was designed to do,1
2226,for surfing the web doing research and keeping in touch with friends via social media there is nothing out there that will do what this will for the price,0
2227,system board went out in less than weeks,0
2228,i got this less than year ago hoping to use it for writing,0
2229,lastly i must admit that i detest windows and i will be upgrading to windows now that the os is all up to date and all of the software that i want to use has been installed,0
2230,i bought lenovo laptop less than a year ago,0
2231,solid state no moving part no overheating im ordering one foe a christmas present,0
2232,i bought this same computer on another site months prior and paid double,0
2234,i had to send this computer back less than two weeks,0
2235,this give you less time on battery but for me its worth it,0
2236,second asus pc need to b returned not operating properly,0
2237,but i doubt it will last hours even doing nothing,0
2238,the charger is about the size of most other chargers tho so that is a bonuspro gameplay smooth running on max settings as long as u tweak the resolution as mentioned wonderful touch pad and keyboard speakers that are loud enough and clear build quality almost up to par with apple and far better than anyother laptop of this caliber great portability with its slim design and lightweight wireless seems to work very well anything else u might be wondering about that i have not yet mentionedall in all a very solid build accompanied with solid all round performance must admit i think its worth every penny although hopefully in next years model they offer a p non touch matte display version with a gpu,1
2239,no ones computer should last a month,0
2240,it may even last longer if i put it on battery saver,0
2241,this is my school social media and gaming computer all in one,0
2242,installation was a breeze taking less than minutes with zero compatibility issues,0
2243,i bought this computer less than years ago,0
2244,after less than an hour of play cpu and gpu temps were in the s celsius,0
2245,the nd toshibas from last year,0
2246,i dont like working on anything less than a screen but dont want a bulky laptop to carry around,0
2247,this acer chromebook is quite a deal for less than with an inch screen gb of ddrl sdram memory gb of internal storage and a intel celeron n dual core processor,0
2248,disclaimer ive been running macs exclusively for the last years and have not touched a windows computer since windows xp sp so you might consider me to be an apple fan boy,0
2249,it died after less than a year,0
2250,go to last tab and boot override using the usb drive containing ubuntu,0
2251,bought this laptop before christmas and have had blue screen of death daily,0
2252,but a few months later after the warranty expired the charging problem returned,0
2253,its like google is trying to protect the user from outside influences,0
2254,the mbps extra screen size does not enable it to accommodate a third document,0
2255,everybody was pointing at last years model the cb or the acer chromebook,0
2256,i did have a hiccup day one the driver for my touch pad was out of date or missing,0
2257,this literally makes me wan na work harder,0
2258,bought it last year for christmas,0
2259,the quality is decent not quite the apple level but neither is the price so for this year i hope the acer will suffice and we see what might come later,1
2260,screen left half has problems,0
2261,im and have basically lived on the internet for school work and socializing for the last years,0
2263,in my case it is not an issue since i am not sitting outside using this computer,0
2264,batterypower the battery is supposed to last for hours,0
2266,no big deal when in notebook mode but if i go to back to tablet mode it will be locked in the landscape orientation and not go back to portrait orientation,0
2267,update the gpu uninstalled itself again and that was the last straw for my wife,0
2268,we ordered a matching ddr gb memory stick and western digital gb m solid state stick to go with it,0
2269,i was able to block hopefully forever the metro screen where i will not be purchasing anything,1
2271,when we were finished we closed the computer and put it back on the charger,0
2272,the next time this model goes down to that price level i may buy a second one,0
2273,toshiba diagnosed the problem as internal damage to the screen resulting from an external force applied to the screen i e dropping device stepping on it,0
2274,now the chromebook wont boot and shows the chrome os is missing or damaged screen when powered on,0
2275,the trackpad is clumsy but hopefully future hardware updates fix this,1
2276,while it has gb memory a card reader would be great to expand or exchange files but alas not,1
2277,overall its worth the price but do get antivirus protection,0
2278,windows can be a bit of a pain as can some of the hardware design quirks but overall im finding it to be a solid performer,0
2279,it has a number pad on the keyboard which a smaller laptop would not have gb of ramcons battery life could be better but to accomplish this the manufacturer would probably have to trim performance,1
2281,also the model i received was worth between and less than the one i paid for,0
2282,what i like it does last the hours,0
2283,there are also fewer options every app requires internet connectivity to work fullyfor some reason google decided it would be a great idea to limit the functionality of its apps if the computer isnt connected to the internet,1
2284,beyond that the customer service for this product has left me wishing their was a half star option but its getting one start for the few months that it worked,0
2285,ive been really missing having an android tablet since my nexus died a couple of years ago,0
2286,it would also be nice to be able to create and manage screen apps easier,1
2287,i have owned several laptops never an asus but this will be the last time i purchase this brand based on the quality i am experiencing,0
2288,it is actually pounds or less not lbs as in the description,0
2289,pro pretty fast no problems at all with games or any other programs i use looks pretty nice and feels cool with the aluminium body design it starts really fast with the asus instant on kick ass sound thin and portable design even with the screencons no backlight keyboard would be perfect if it would have it there is a little disperfection with the mousepad its like bulk in the left side that makes it feel its not well assembly and the top right side of the spacebar feel hard to press battery life is bad to averager so you have to carry your charger mostlyso far i love it and its a great machine for that price i think,1
2290,this is my second asus laptop and if they keep it up like this theyll have all my future computer money,0
2291,i purchased on oct less then years later the product has shut down blank screen thru no fault or error or mishandling on my part any suggestions are greatly appreciated,0
2292,i thought it would be easier to use but the trouble im having with it is you cant just download anything like with a any other laptop you have to find an app compatible with the chrome download that then whatever it is like i try to downlaod tango it would not let me with out finding an app in the chrome store i could go thjru plus skype is not even compactible with chrome so i am trying otherways to contact my family in europe,1
2293,i up and reading e mail in my account in less than minutes,0
2294,here are the list of problems i have within less than hours receiving,0
2295,on a highly mature and competitive product like windows laptops there is no excuse for problems at this level,0
2296,it was sent to acer support center three times they would after send it back and the same problems would start all over again till this day,0
2297,unusable battery life is substantially less than my last acer netbook,0
2298,what i dont like is that the port is not colored blue which is industry standard the mm port supports both headset and microphone which means you can plug in an earbud or basic handsfree for use with skype and etc,0
2299,both computers batteries died in less than months,0
2300,we started to use the laptop less and less until our home computer died,0
2301,i am a somewhat demanding user and i have been touch typing for the last years or so,0
2302,the touch screen is less responsive the closer to the edge you get,0
2303,i purchase this laptop and less than six month the computer is not working,0
2304,i have to remove the battery regularly its not what i was hoping for,0
2305,i cant download anything not using the chromestore and it has maybe games that someone would be willing to buy and believe me all of the games have some sort of bug,1
2306,try looking up lenovo screen flickering and youll find several people complaining about the same issue,0
2307,the second time i spent two hours on the phone with them and they can not understand what the problem is,0
2308,a few months later the graphics card started crashing occasionally,0
2309,re order asus uxa dh inch zenbook silver aluminum when attempting to make a recovery disc we went to recovery option f at startup as instructed and the following message came uprecoveryyour pc needs to be repaired the application or operating system couldnt be loaded because a required file is missing or contains errorfile windowssystemwinload,0
2310,emailing browsing typing and do presentations seems to last a bit over hours,0
2311,while you cant install programs on it like regular laptop you can still squeeze a lot of juice out of it for example i have linux installed on my chromebook and with that i can use it as a regular pc,0
2312,bottom line if they dont fix this issue expect your chromebook to last less than a year,0
2313,contacted asus customer service and they indicated i can either contact the local asus service center or send it to their california service center,0
2314,last dell product i purhase,0
2315,last week i received a call from a hp representative so he said that my computer showed a virus and needed an update from hp,0
2316,within a month or so it crapped out with a message about the operating system being missing or damaged,0
2317,files works fine but it would be nice if there were other file managers such as androids es file explorer or xplorer available for the chromebook,1
2318,i like the darker lid in the exynos chip based model i wished they went the same direction in the intel based model as well,1
2319,but once you enter your credentials that is when you notice that ssd drive is missing systems takes some time to load up all your settings and background apps,0
2320,in less than a year of ownership the screen has begun to flicker when changing the position of the screen,0
2321,im not a computer geek but as a regular user using it for note taking surfing the internet listening to music etc,0
2323,click on the plus next to processor power management followed by expanding maximum processor state by clicking on the respective plus next to that,0
2324,if i applied slight pressure from the back of the screen the clouding would disappear,0
2325,bought it as a christmas gift for my daughter last year and never had a problems,0
2326,for a period of about weeks the laptop was used for less than an hour,0
2327,with the cost of memory being what it is today this machine should come with no less than gigs of solid state memory,0
2328,when i purchased it i was concerned that i would find the relatively stripped functionality to be a problem but its been a great laptop that i look forward to using for a long time,1
2329,after month of regular use the trackpad cracked with absolutely no external damage was done to the computer,0
2330,my son bough a lenovo laptop last year the network device was not working,0
2331,the battery last around hours,0
2332,my last windows machine that i was keeping around to run rosettastone spanish it required the dvd drive for my son died about months ago,0
2333,the monitor driven off the type c to hdmi adapter on the left side blinks on and off every few seconds ive swapped monitors making it unusable,0
2334,last time i will buy any of their products,0
2335,ago it has less issues and speed is about the same,0
2336,i was just involved with a cross country event and spent several hrs at registration using the chromebook to load gps tracks into peoples garmin devices and android phones and didnt even bring the power cord with me,0
2337,i have exclusively owned apple computers for the last ten years and my last experience owning a windows based laptop was horrid,0
2338,within the last weeks the product had all together stopped connecting to the internet no matter where i was,0
2339,remember that you can not add regular software programs to this thats a trade off allowing it to be so compact,0
2340,the last hp laptop i bought the battery was in a separate bubble rap with the power chord but this one came already in the laptop,0
2341,ive had it for two months now so i cant speak to its overall longevity but i know that the battery life when im just browsing the internet and working on word documents is actually hours,0
2342,i downloaded which did take several hours but worth it,0
2343,i bought this chromebook for my daughters bday last year,0
2344,buttons are a bit funky this dell is not as well made as my last dell purchased years ago,0
2345,lastly i have issues with the mouse freezing when unplugged running on battery,0
2346,this was a prevailing problem for last years dell xps when the keyboard backlight was turned on as demonstrated here https www,0
2347,i also saw one missing device driver notification that windows cant resolve,0
2348,google offers chrome remote desktop in the web app store that allows you to control any computers you set up for it on the local network,0
2349,expired on warranty less than a month after receiving it,0
2350,now there about vertical lines down the left side of the screen and also three inches of mess in the upper left,0
2351,accessing the wifi menu with two external monitors plugged in often causes all displays to blank,0
2352,battery last about as advertised,0
2353,it feels like its going to last and not lose its stiffness which is a big deal so your screen doesnt just flop over,0
2354,comparatively my last charger was the size of a buick,0
2355,next time we will go with an apple product since that company actually provides customer service,0
2356,pcs would usually last me about years so im hoping that this chromebook lasts longer than that,0
2357,im a previous owner of the model razer blade so i already had some idea of what to expect from this computer prior to purchase,0
2358,for this reason i am posting my previously published review on this webpage for those customers who may be initially directed to this specific samsung webpage,0
2359,the last thing is the battery life,0
